Sport	State	CaptureDevice	Lat	Lon	DateTaken
other	Texas	canon	32.907361	-96.826452	1391269045000
football	Alabama	other	34.719947	-86.741638	1201862634000
baseball	Oklahoma	nikon	36.152836	-95.996131	1259694756000
extreme	Texas	other	27.813766	-97.392366	1215786936000
other	NewYork	nikon	40.853922	-73.879473	1365253833000
cycling	DistrictofColumbia	canon	38.903357	-77.066996	1347531636000
basketball	SouthCarolina	sony	32.803661	-79.950631	1321712886000
extreme	California	canon	37.566833	-122.514667	1301867373000
other	Maryland	nikon	39.66303	-77.7022	1223144495000
other	Maryland	other	39.263227	-77.391643	1161876173000
extreme	California	canon	33.997466	-118.326616	1236706926000
extreme	Georgia	sony	33.796441	-84.371207	1313353096000
baseball	Washington	sony	47.671149	-122.192296	1302024655000
extreme	California	canon	36.564915	-121.956185	1362307444000
extreme	Arkansas	canon	34.811624	-92.465229	1286826549000
other	Wisconsin	apple	43.092514	-87.897346	1197807532000
football	Wisconsin	sony	44.501525	-88.0622	1324849201000
extreme	California	nikon	37.967816	-121.305541	1175973504000
cycling	Arizona	canon	33.439275	-111.931757	1232788531000
extreme	NewHampshire	other	43.176394	-70.886503	1336836186000
golf	Maryland	canon	39.283416	-76.621331	1371242228000
other	Maryland	canon	39.410036	-79.408825	1251562686000
extreme	Arkansas	other	35.774963	-91.625955	1224340866000
golf	California	panasonic	34.1286	-118.113436	1312724830000
other	California	canon	33.996683	-118.327759	1363269314000
other	Illinois	canon	41.807556	-88.350033	1288434583000
other	Utah	canon	38.290728	-111.245198	1318429197000
football	Pennsylvania	nikon	40.201738	-77.203084	1318062688000
soccer	Florida	canon	26.144497	-81.797225	1208544812000
baseball	Massachusetts	canon	42.346349	-71.097518	1223350345000
other	Alaska	nikon	64.884698	-146.734085	1283103546000
other	NewYork	other	41.289931	-73.812847	1316964395000
other	Ohio	canon	41.66355	-82.819232	1183113503000
other	Colorado	canon	39.11328	-104.91468	1249814791000
extreme	California	canon	33.996604	-118.327788	1299512652000
other	DistrictofColumbia	sony	38.889521	-77.036379	1183575133000
football	California	canon	33.838482	-118.120536	1220643430000
cycling	Wisconsin	canon	43.074969	-89.384357	1177231360000
cycling	California	canon	38.356784	-121.988689	1251631846000
extreme	Florida	other	28.376071	-81.570911	1121772252000
extreme	Pennsylvania	nikon	39.819018	-75.763607	1307798812000
cycling	California	panasonic	38.028153	-120.764164	1270280975000
hockey	Massachusetts	canon	42.751483	-70.901416	1290889916000
football	California	canon	33.997466	-118.326616	1219152245000
other	Pennsylvania	nikon	39.972943	-75.192049	1254558281000
soccer	California	canon	34.089394	-118.308817	1269693841000
other	SouthCarolina	canon	34.486586	-80.595134	1379768161000
other	Texas	nikon	31.567275	-96.940184	1333185153000
extreme	Arkansas	other	35.776238	-91.625343	1173446886000
baseball	Maine	canon	43.669944	-70.241217	1366457095000
other	Arizona	nikon	34.454766	-111.438789	1200733185000
basketball	Michigan	nikon	42.696981	-83.245607	1264282259000
other	Indiana	other	40.281899	-85.815968	1194182362000
cycling	Arkansas	nikon	34.79458	-92.326955	1337798258000
extreme	Washington	canon	46.222409	-119.139432	1327150337000
other	Colorado	panasonic	40.440962	-105.754314	1310050848000
other	Illinois	apple	41.885933	-87.807381	1351438513000
other	California	nikon	40.403709	-122.357311	1262532642000
running	Hawaii	canon	19.435109	-155.231237	1376725723000
basketball	California	other	36.974443	-122.029201	1347204236000
other	Texas	other	33.164858	-101.796162	1236180730000
other	Utah	canon	40.074972	-111.661831	1332586174000
other	SouthDakota	canon	43.548299	-96.733932	1246385512000
other	Washington	canon	47.622177	-122.354089	1340551215000
hockey	Virginia	canon	38.875904	-77.111663	1301898653000
other	Washington	canon	47.733868	-122.151896	1277054236000
baseball	Michigan	nikon	42.734882	-84.545867	1311622206000
other	Arkansas	nikon	35.3077	-93.92066	1397588410000
extreme	California	nikon	36.970055	-122.031583	1335459949000
other	California	other	34.167913	-118.184332	1273952787000
running	California	sony	37.781476	-122.411577	1119802485000
running	Missouri	nikon	38.633634	-90.191273	1335432468000
football	Minnesota	canon	44.965071	-93.238617	1225554216000
hockey	Massachusetts	canon	42.541295	-71.084954	1261263885000
lacrosse	Arkansas	canon	34.811624	-92.465229	1285362858000
extreme	RhodeIsland	canon	41.736475	-71.287407	1271857725000
extreme	Wisconsin	nikon	44.048863	-89.207632	1370969665000
running	Washington	nikon	47.611088	-122.337387	1318080454000
baseball	DistrictofColumbia	canon	38.890064	-76.972017	1180767072000
other	DistrictofColumbia	canon	38.900093	-76.986625	1179006130000
cycling	Virginia	other	36.83523	-76.302022	1306752661000
soccer	Virginia	nikon	36.870436	-76.183992	1331385834000
baseball	Washington	canon	47.591281	-122.332817	1334494655000
extreme	California	other	37.287711	-121.81338	1086809066000
baseball	NorthCarolina	canon	35.75178	-78.826861	1016878105000
extreme	Minnesota	canon	44.965	-93.201001	1320784458000
hockey	Pennsylvania	nikon	40.286138	-76.669592	1195417009000
extreme	California	canon	37.641202	-120.999352	1360704712000
other	Nevada	sony	36.101783	-115.174189	1291114571000
other	Virginia	sony	38.099416	-78.548952	1240667539000
other	Oklahoma	nikon	36.118947	-97.001212	1278771103000
golf	Florida	canon	27.97513	-82.791252	1151333954000
basketball	Arkansas	other	35.776191	-91.625257	1361995381000
other	NewYork	canon	42.262561	-78.668069	1171733645000
extreme	Arkansas	other	35.775102	-91.625858	1287843886000
extreme	Utah	canon	40.670788	-111.944509	1233038211000
other	WestVirginia	canon	38.49687	-81.850408	1203119963000
extreme	Texas	canon	29.781599	-95.387855	1267922890000
hockey	Oklahoma	canon	36.152611	-95.995026	1237407645000
running	NorthCarolina	canon	36.098016	-80.228707	1350736976000
extreme	California	nikon	37.768192	-122.41996	1382212329000
extreme	Virginia	apple	38.879929	-77.169948	1279746883000
other	Illinois	canon	41.922436	-87.634055	1199371703000
extreme	Texas	apple	32.751315	-97.081546	1270378013000
other	Washington	other	46.946077	-124.134212	1358002559000
other	NewYork	nikon	40.729278	-73.993515	1166472965000
extreme	Tennessee	sony	35.587984	-87.031792	1281783748000
extreme	California	canon	33.785853	-118.11676	1212788904000
other	Pennsylvania	canon	40.064753	-75.208072	1270293774000
other	Florida	panasonic	28.302982	-81.45195	1320507536000
other	Illinois	sony	41.997845	-89.577788	1329480427000
hockey	California	canon	34.043325	-118.267049	1339441128000
other	NewHampshire	canon	43.35876	-71.463779	1251640537000
other	NorthCarolina	canon	33.969576	-77.917603	1214370268000
other	Georgia	nikon	34.263884	-83.473541	1336161594000
hockey	Missouri	canon	38.543021	-90.347163	1349438425000
other	Illinois	sony	41.867635	-87.614099	1251540302000
other	Florida	nikon	27.967542	-82.801193	1362410170000
extreme	California	other	37.717028	-122.505272	1162749860000
other	DistrictofColumbia	canon	38.880443	-77.039523	1270299328000
football	Florida	nikon	25.958044	-80.23899	1313801539000
other	Texas	other	32.751044	-97.3476	1110652320000
extreme	California	other	32.709517	-117.168078	1350406908000
other	Louisiana	nikon	29.961388	-90.065016	1235474729000
baseball	Michigan	nikon	42.734942	-84.545706	1366711713000
football	California	canon	33.936559	-118.267693	1288886259000
basketball	SouthCarolina	sony	33.167565	-80.491955	1292608282000
other	Michigan	panasonic	42.845183	-83.579112	1347105838000
cycling	WestVirginia	canon	37.248436	-81.246986	1305464222000
other	California	other	37.727025	-122.421814	1369079631000
other	Texas	canon	29.912035	-95.154089	1335007397000
baseball	Virginia	nikon	38.866916	-77.047064	1331747651000
baseball	Oklahoma	canon	36.321262	-95.648136	1253193427000
extreme	Missouri	canon	38.656522	-90.30757	1362159509000
other	NewMexico	canon	35.786174	-106.281244	1202652714000
football	Michigan	other	42.26621	-83.748993	1285413925000
extreme	NewYork	nikon	40.674583	-73.94432	1376098499000
other	NorthCarolina	canon	35.543401	-82.541656	1241578839000
other	Colorado	nikon	39.201052	-106.829992	1231419974000
other	Tennessee	other	36.396889	-86.312166	1202342409000
extreme	Michigan	canon	42.773227	-83.388118	1278367870000
baseball	Arkansas	other	35.774041	-91.62692	1334492371000
soccer	Nebraska	nikon	40.825923	-96.612052	1350671216000
other	California	canon	37.330379	-121.889152	1358548930000
other	Virginia	canon	38.813939	-77.242279	1278268217000
other	Colorado	canon	39.74742	-104.94265	1159349076000
extreme	Michigan	nikon	43.657999	-84.224195	1244905638000
other	Pennsylvania	nikon	40.025079	-76.525837	1255245263000
extreme	Kansas	nikon	37.392186	-94.705313	1385825309000
other	Kentucky	other	38.036506	-84.494926	1208440943000
lacrosse	Massachusetts	canon	42.58461	-70.950693	1347099291000
other	California	other	34.182511	-118.478167	1277033105000
extreme	NorthCarolina	nikon	36.125631	-80.27167	1339610702000
other	California	apple	37.226962	-122.109619	1308409572000
extreme	Ohio	canon	40.648557	-83.176331	1191008783000
extreme	Maryland	other	39.001043	-77.24749	1122249589000
other	NewYork	canon	40.829238	-73.927932	1308083636000
cycling	Virginia	canon	37.522274	-77.404638	1395582100000
extreme	Pennsylvania	other	41.353472	-79.227716	1275218803000
basketball	California	canon	34.021106	-118.279666	1298657233000
other	NewYork	canon	43.170803	-78.688545	1173594722000
other	Utah	canon	40.074972	-111.661831	1332598158000
extreme	Utah	canon	40.772983	-112.017098	1386893756000
extreme	NewYork	canon	40.757091	-73.953716	1243095757000
other	Washington	other	47.62159	-122.32094	1056891216000
other	NewJersey	other	40.815368	-74.218811	1198965221000
baseball	Massachusetts	other	42.40729	-71.118782	546825600000
other	California	canon	37.42417	-122.209162	1181584156000
other	Arizona	apple	34.390316	-111.455125	1394190262000
golf	NewYork	canon	40.756099	-73.845548	1240664279000
running	Hawaii	other	19.414569	-155.252137	631152000000
extreme	Kansas	canon	37.668246	-97.470896	1379189589000
extreme	Pennsylvania	canon	40.443574	-79.965512	1229162070000
basketball	Arkansas	other	35.776234	-91.625332	1251855445000
soccer	California	nikon	37.350944	-121.937009	1310192258000
other	California	canon	35.380429	-120.864399	1263131404000
other	Michigan	other	42.259159	-83.738372	1292598334000
extreme	Florida	other	27.443887	-82.689499	1311078959000
baseball	DistrictofColumbia	canon	38.889366	-76.97185	1150559663000
other	Tennessee	other	35.794022	-83.53459	1364990200000
running	NewYork	other	40.79392	-73.955154	1313920636000
other	SouthCarolina	canon	32.752499	-79.874723	1322213268000
extreme	Florida	nikon	30.288689	-81.387759	1370088289000
extreme	California	canon	37.675142	-122.382738	1258212352000
extreme	California	canon	34.441335	-119.268372	1149864251000
other	Ohio	canon	40.18752	-83.691819	1309781921000
other	Nevada	other	39.940082	-119.453192	1365091148000
other	Washington	canon	45.57584	-122.461338	1157899008000
golf	California	nikon	38.577594	-121.496322	1234632444000
other	Maine	canon	44.455269	-67.829198	1335865448000
basketball	Missouri	nikon	39.049052	-94.483929	1143922434000
other	DistrictofColumbia	apple	38.947999	-77.079167	1290598177000
baseball	Michigan	nikon	42.734894	-84.54569	1271700688000
extreme	NewYork	apple	40.730333	-72.869833	1335679298000
extreme	Utah	panasonic	37.147197	-109.853662	1337171994000
cycling	Arizona	canon	33.43102	-111.941891	1254037921000
basketball	Ohio	nikon	39.10083	-84.515419	1384602149000
football	SouthCarolina	sony	32.856274	-79.92088	1313006333000
extreme	NewYork	canon	40.749744	-73.847073	1378572831000
other	Illinois	canon	41.837275	-88.182792	1201972225000
other	Nevada	nikon	36.085531	-115.018808	1195277940000
other	Illinois	sony	41.886677	-87.636114	1339319108000
other	Colorado	panasonic	40.085426	-105.987854	1125152223000
basketball	Arkansas	canon	34.812147	-92.465429	1322252197000
other	California	canon	37.409069	-122.202538	1366556676000
basketball	Connecticut	sony	41.550999	-72.6615	1303045135000
baseball	Michigan	nikon	43.04051	-85.659606	1189363245000
running	Georgia	nikon	32.078174	-81.09272	1279978472000
other	Texas	other	29.361582	-95.046147	1207945719000
other	DistrictofColumbia	other	38.889813	-77.035961	1129470000000
extreme	California	sony	33.803218	-117.918991	1331907912000
extreme	Louisiana	sony	29.961162	-90.062001	1094394813000
football	Arkansas	canon	34.811624	-92.465229	1287169515000
other	Colorado	canon	37.930608	-107.839323	1180309812000
basketball	Texas	other	29.39243	-95.141794	1253042293000
running	Connecticut	other	41.363926	-71.962509	1206881942000
other	NewJersey	canon	40.443289	-73.987426	1375266851000
other	California	canon	37.694722	-122.18	1304202794000
cycling	California	panasonic	37.767004	-122.490434	1195987450000
hockey	Virginia	nikon	38.88208	-77.110118	1215859708000
other	Texas	nikon	29.753422	-95.362898	1227780207000
other	California	canon	37.76448	-121.137162	1346569573000
golf	Colorado	nikon	39.734563	-104.966189	1211717969000
baseball	Michigan	nikon	42.341839	-85.150469	1372705847000
running	Mississippi	sony	31.028288	-89.408905	1331911432000
football	California	canon	33.996248	-118.327732	1289320180000
running	Texas	other	30.267599	-97.74298	1305623059000
hockey	Florida	canon	25.708739	-80.159511	1332503108000
baseball	Washington	panasonic	47.590926	-122.332184	1179602238000
other	California	nikon	33.782964	-118.111749	1205956553000
extreme	Michigan	nikon	43.395272	-86.1531	1249489503000
extreme	Maine	canon	44.454602	-67.829362	1335865413000
other	Washington	apple	47.596053	-122.321037	1262096733000
other	NewYork	other	41.157517	-74.19128	1186170936000
basketball	NewHampshire	sony	43.138908	-70.933273	1342271086000
other	Massachusetts	panasonic	42.429887	-71.618027	1350748081000
other	Wisconsin	canon	42.495327	-87.952401	1280684605000
cycling	California	panasonic	36.802704	-121.677618	1258897207000
extreme	Oklahoma	canon	34.659333	-98.376834	73526400000
other	Virginia	apple	38.887667	-77.440167	1344094124000
other	California	nikon	37.312343	-122.315155	1189951345000
other	Pennsylvania	sony	39.803763	-78.264954	1185552081000
other	Colorado	other	38.633667	-104.707388	1337101814000
hockey	Massachusetts	sony	42.1065	-71.653667	1298056230000
basketball	Massachusetts	nikon	42.377702	-71.120134	1191763165000
other	Texas	canon	32.983036	-96.747236	1204396832000
extreme	California	canon	33.996604	-118.327788	1315497468000
other	Georgia	nikon	33.761506	-84.386707	1315049305000
baseball	Virginia	canon	38.860044	-77.062901	1189858621000
extreme	Arkansas	other	35.792927	-91.616052	1197129765000
other	DistrictofColumbia	canon	38.889412	-77.048245	1276409633000
other	NewMexico	canon	35.196378	-106.597166	1160810737000
baseball	NewYork	canon	40.723128	-73.973586	1278530071000
extreme	Michigan	other	47.10685	-88.545169	1168091331000
basketball	Michigan	other	42.337784	-85.179823	1048351309000
other	California	canon	37.787002	-122.401054	1200566189000
extreme	California	sony	36.158664	-121.672115	1338325099000
hockey	Delaware	other	39.682533	-75.75296	1354896237000
extreme	Florida	nikon	27.382037	-82.563822	1113762657000
golf	Texas	nikon	29.58122	-98.630018	1288378251000
football	Pennsylvania	canon	40.812851	-77.85589	1188648497000
basketball	California	canon	33.885433	-118.096659	1221344390000
baseball	NewHampshire	canon	43.295773	-72.262616	1214586055000
football	SouthCarolina	sony	32.856283	-79.920859	1252094393000
other	Connecticut	canon	41.958125	-72.44522	1381665522000
other	NewHampshire	nikon	43.358398	-71.463729	1282473776000
other	Massachusetts	nikon	42.573626	-71.602792	1345307242000
other	Utah	canon	40.637166	-111.478333	1324932358000
other	Texas	nikon	30.261741	-97.739717	1362908066000
other	NewYork	other	40.715277	-74.013612	1333543087000
other	Virginia	other	38.967175	-77.369295	1160265606000
hockey	Georgia	nikon	33.97945	-84.09069	1252839045000
other	Ohio	other	39.576593	-84.757719	1211736875000
other	Pennsylvania	canon	40.479572	-79.954956	1241823935000
other	Minnesota	other	44.949939	-93.085502	1332913979000
other	Minnesota	canon	44.835071	-93.462828	1314633472000
other	Washington	apple	47.0265	-122.919001	1366812670000
other	Arizona	canon	33.328018	-111.621608	1326506697000
other	Arkansas	nikon	34.616539	-93.77655	1333286229000
baseball	Wisconsin	other	43.178048	-89.209606	1348431621000
extreme	Utah	nikon	37.209823	-112.983913	1311936307000
other	Iowa	canon	41.664001	-91.554517	1202591407000
other	DistrictofColumbia	canon	38.899101	-77.028999	1328895486000
extreme	California	panasonic	35.454692	-120.907738	1239637421000
cycling	Ohio	panasonic	41.569053	-84.134481	1213213697000
other	Michigan	canon	44.968077	-85.931668	1206883675000
other	Ohio	nikon	39.999503	-83.008881	1304804881000
extreme	California	nikon	37.80562	-122.402147	1241120044000
other	Illinois	other	41.820407	-87.813237	1368194862000
other	Kentucky	other	38.473448	-82.638258	1353881893000
extreme	California	canon	32.640531	-117.079238	1218738231000
other	Michigan	canon	42.82342	-83.553342	1189963357000
other	NewYork	canon	42.253489	-73.503513	1185616968000
soccer	NewYork	canon	42.898747	-78.24947	1377336474000
baseball	Michigan	nikon	42.734942	-84.545706	1113930549000
other	Washington	nikon	47.821857	-124.183584	1157139873000
baseball	Indiana	apple	39.429666	-86.438834	1375120260000
football	Arizona	other	33.632344	-112.233066	969667466000
hockey	Colorado	canon	39.904467	-105.085505	1321056037000
extreme	Florida	sony	27.941605	-82.458992	1327751839000
other	NorthCarolina	canon	34.883636	-76.906099	1210015020000
extreme	Virginia	other	38.937647	-77.407264	1222016148000
other	Nevada	canon	36.107466	-115.142206	1257930919000
other	Massachusetts	nikon	42.573626	-71.602792	1333809545000
baseball	Pennsylvania	canon	39.887265	-75.404791	1218989560000
other	Alaska	canon	60.109195	-149.444023	1247835248000
other	California	other	37.799314	-122.441886	1204328168000
extreme	Arizona	other	33.446025	-112.071189	1148239885000
football	California	canon	33.885433	-118.096659	1224360619000
other	NewYork	canon	40.755873	-73.983516	1214066375000
other	California	apple	37.7775	-122.419834	1254599565000
other	Nevada	canon	37.612667	-114.514349	1365815343000
golf	Texas	sony	32.4755	-95.857987	1243091868000
other	Illinois	canon	39.093027	-89.384872	1205433386000
cycling	Hawaii	sony	21.307388	-157.88637	1301837910000
hockey	Oklahoma	canon	36.152611	-95.995026	1262469980000
football	Arkansas	canon	34.811624	-92.465229	1287166322000
basketball	Illinois	other	41.979915	-87.862113	1306002397000
other	Wisconsin	panasonic	45.994919	-89.620059	1299332514000
other	Wyoming	canon	44.446702	-110.700334	1215464753000
soccer	NewYork	canon	43.050136	-76.084742	1239728116000
other	Wisconsin	canon	44.967166	-92.738334	1296923369000
football	Oklahoma	canon	36.152611	-95.995026	1247340811000
basketball	California	canon	34.011137	-118.487249	1354904494000
hockey	Georgia	canon	33.954166	-84.547	1341005249000
other	Minnesota	canon	46.284147	-96.074495	1340122917000
running	California	panasonic	37.802193	-122.418825	1145201855000
other	California	other	37.664892	-122.467056	1282969542000
extreme	Florida	canon	30.242681	-81.908226	1223753417000
extreme	California	canon	34.03395	-117.058403	1319134116000
extreme	Hawaii	nikon	21.30025	-157.852249	1156705444000
running	Minnesota	canon	46.099542	-94.405603	1311520533000
other	Kentucky	other	38.041128	-84.49027	1216673298000
other	California	canon	32.640531	-117.079238	1218734796000
extreme	NewYork	apple	40.571833	-73.981334	1312648890000
baseball	Maryland	canon	39.046727	-77.145609	1216066445000
basketball	Texas	other	29.54075	-95.271313	1376677467000
running	NorthCarolina	nikon	35.237101	-82.729969	1224925593000
other	California	nikon	35.279223	-120.663989	1372763263000
hockey	Virginia	nikon	38.88208	-77.110118	1252500334000
other	Washington	canon	47.61678	-122.201796	1260141858000
other	Vermont	canon	44.500423	-73.120708	1251647163000
other	Wisconsin	canon	43.416894	-89.731349	1177167897000
baseball	Tennessee	sony	36.15929	-86.768388	1302201620000
baseball	Arkansas	other	35.774032	-91.626877	1302352254000
other	NewYork	apple	41.582166	-74.5635	1367079271000
hockey	Illinois	other	41.979915	-87.862113	1272324248000
baseball	Texas	nikon	32.068975	-97.181626	1238855235000
other	California	canon	38.068635	-122.929115	1212499079000
baseball	Washington	sony	47.69241	-122.195724	1209572922000
extreme	Washington	other	46.624139	-123.949191	1183706272000
extreme	NorthCarolina	canon	34.206744	-77.863004	1374162297000
extreme	Illinois	nikon	41.882323	-87.614464	1335287472000
other	Tennessee	canon	35.759816	-86.74045	1220207974000
other	California	canon	32.707336	-117.15625	1333746689000
baseball	NewYork	nikon	40.829877	-73.926932	1275429064000
extreme	Florida	other	27.971852	-82.830798	1305629333000
other	Illinois	canon	41.921135	-87.706722	1277562017000
extreme	Hawaii	nikon	21.992698	-159.332109	1218301842000
hockey	Alabama	canon	33.503533	-86.000397	1301317798000
soccer	Arkansas	other	35.775102	-91.625912	1317476441000
cycling	Washington	canon	47.650544	-122.350219	1339845496000
extreme	California	nikon	35.362565	-119.041156	1300983772000
other	Maryland	nikon	39.388696	-76.61612	1267301082000
golf	NorthCarolina	canon	34.883636	-76.906099	1350826987000
golf	California	canon	33.927248	-118.097491	1264352867000
baseball	California	canon	38.557749	-121.450853	1260615928000
extreme	Oregon	other	45.361976	-121.700019	1212306497000
football	Arkansas	canon	34.812147	-92.465429	1320352779000
extreme	California	other	37.758713	-122.426812	1337465242000
other	NorthCarolina	sony	35.631192	-82.363611	1336824517000
baseball	Virginia	nikon	37.298278	-80.055854	1300292315000
hockey	Oklahoma	canon	36.152611	-95.995026	1229805714000
running	DistrictofColumbia	canon	38.895547	-77.029606	1379863073000
baseball	Michigan	other	42.257309	-83.648808	1246384636000
other	Oregon	nikon	45.489682	-122.299461	1287483240000
soccer	Missouri	nikon	39.031356	-94.596061	1245502461000
basketball	Minnesota	nikon	44.979598	-93.276221	1364080377000
extreme	Washington	apple	47.687166	-117.422167	1358501257000
other	Texas	nikon	32.611038	-95.257753	1254568705000
basketball	California	other	36.973175	-122.029309	1246133191000
baseball	Illinois	canon	41.887486	-87.631201	1191671777000
running	Delaware	canon	39.712898	-75.77588	1177750978000
running	NorthCarolina	panasonic	35.938961	-78.697675	1184873155000
extreme	Texas	apple	30.266666	-97.739334	1300037978000
other	Alabama	canon	34.727205	-86.587843	1237726783000
other	California	nikon	37.808258	-122.418787	1394827767000
other	California	canon	36.971443	-121.566381	1247133964000
soccer	California	canon	33.698939	-118.004252	1335611641000
other	Wisconsin	canon	42.814488	-89.634366	1316884726000
basketball	Arkansas	nikon	35.308296	-93.917419	1355253356000
other	Colorado	sony	38.514325	-107.307415	1249371048000
other	California	nikon	37.865706	-122.306714	1388419366000
baseball	Michigan	nikon	42.734882	-84.545867	1304971543000
other	Texas	nikon	29.685181	-95.408105	1216457236000
baseball	Arkansas	canon	34.812147	-92.465429	1318015762000
other	Missouri	sony	37.772207	-92.117013	1181205657000
other	Georgia	canon	33.775348	-84.385492	1377903826000
extreme	Massachusetts	sony	42.403519	-71.118922	1371887441000
extreme	California	canon	37.792252	-122.397973	1214743348000
other	Kentucky	canon	38.213232	-85.755329	1212237465000
basketball	California	canon	34.104726	-117.659896	1342945927000
hockey	Massachusetts	canon	42.413001	-71.043605	1355094118000
other	California	canon	32.87036	-117.25193	1234005844000
other	Oregon	other	45.598665	-122.88208	-142473600000
extreme	Arizona	other	33.303093	-111.838331	1283884064000
other	Utah	canon	37.334343	-111.047186	1239666845000
golf	Virginia	nikon	38.866547	-77.046587	1363810660000
other	Illinois	nikon	41.770075	-88.070488	1275223073000
other	California	canon	33.857713	-117.015322	1300400591000
soccer	Wisconsin	nikon	43.041174	-89.246256	1210434596000
other	Utah	canon	37.677979	-112.669083	1205985729000
other	DistrictofColumbia	other	38.896557	-76.992846	1124920431000
baseball	Arizona	other	33.489027	-111.921144	1331653410000
other	NewHampshire	canon	43.362786	-71.459864	1090705632000
baseball	Missouri	nikon	39.051786	-94.481161	1214251530000
other	Florida	canon	30.575969	-83.157405	1186915429000
extreme	Hawaii	canon	21.268259	-157.725563	1328549483000
soccer	Arkansas	nikon	34.616539	-93.77655	1333285483000
baseball	SouthCarolina	sony	32.793777	-79.955856	1313788492000
extreme	Oregon	canon	44.491928	-124.083602	1390735225000
other	Oregon	nikon	44.638521	-123.161405	1311442465000
other	NewYork	nikon	40.728311	-73.991578	1182305990000
cycling	California	canon	37.76509	-122.418991	1247998442000
baseball	Ohio	sony	39.096862	-84.506964	1284400945000
extreme	California	nikon	33.655209	-118.0043	1157704200000
basketball	California	other	36.973826	-122.029379	1250969511000
cycling	Virginia	other	38.35357	-79.152631	1157241615000
other	Ohio	other	40.007943	-83.025012	1212342917000
baseball	NewJersey	nikon	40.281879	-74.747391	1397399550000
golf	NorthCarolina	canon	35.786174	-78.755149	1165170551000
extreme	DistrictofColumbia	panasonic	38.937088	-77.08836	1352378536000
soccer	NewYork	canon	42.755922	-78.863191	1352632313000
other	Washington	other	47.19128	-120.442965	1302611178000
other	NewJersey	nikon	40.72347	-74.045716	1319199408000
extreme	Tennessee	nikon	35.056353	-85.311959	1257618659000
other	Virginia	panasonic	39.151378	-77.98291	1326573879000
other	California	nikon	34.055503	-118.249722	1384687307000
other	Illinois	canon	39.978846	-89.846996	1370004904000
other	NewJersey	canon	39.856914	-74.690294	1181242681000
basketball	Texas	canon	29.641234	-95.676278	1316203574000
other	Georgia	other	33.896499	-84.362334	1330187072000
cycling	California	canon	37.693567	-121.896808	1212181080000
other	Pennsylvania	panasonic	39.968651	-75.294671	1247394808000
extreme	NewYork	other	40.723769	-73.999816	1297534820000
other	Maine	nikon	43.559247	-70.281407	1246803077000
basketball	NorthCarolina	sony	35.57853	-82.57984	1180465494000
other	Maine	other	44.576818	-70.560974	1279285161000
hockey	Oklahoma	nikon	36.152836	-95.996131	1264886962000
basketball	NorthCarolina	other	35.774954	-78.642475	1314424810000
other	Oregon	canon	45.538737	-122.6718	1207320251000
other	Pennsylvania	other	39.905275	-75.16674	1085184074000
other	Wisconsin	nikon	43.979413	-88.557443	1185182602000
extreme	Illinois	canon	41.928669	-87.687485	1263335318000
other	Massachusetts	other	42.354559	-71.078898	1335209475000
basketball	California	canon	33.996604	-118.327788	1327696421000
extreme	NewYork	nikon	40.78275	-73.971194	1227893901000
baseball	Indiana	nikon	41.073875	-85.143549	1337082571000
football	California	canon	33.996683	-118.327759	1379609047000
baseball	Florida	other	27.793566	-82.714455	1317575057000
other	NewYork	canon	44.113383	-73.992989	1278092993000
extreme	Washington	nikon	47.978748	-122.202003	1321805754000
other	Pennsylvania	canon	40.100577	-75.153511	1382782542000
running	DistrictofColumbia	canon	38.921806	-77.036154	1344793825000
basketball	Arkansas	other	35.776208	-91.625257	1360428951000
other	California	nikon	37.87877	-122.304589	1268339767000
basketball	California	canon	34.021106	-118.279666	1267905900000
other	Pennsylvania	canon	40.427152	-76.115813	1195750388000
other	Ohio	other	41.626863	-84.551553	1220185290000
extreme	NewYork	other	40.730844	-73.997356	1383571014000
hockey	Oregon	canon	45.511384	-122.684798	1333452086000
other	Kentucky	other	38.082588	-84.471645	1181988940000
baseball	California	canon	33.997466	-118.326616	1236097551000
extreme	Virginia	nikon	37.997536	-78.491526	1280587077000
basketball	Arkansas	other	35.77626	-91.6253	1328364611000
extreme	Pennsylvania	canon	39.995333	-75.4815	1371945653000
other	NorthCarolina	other	35.349549	-80.680825	1211060381000
hockey	California	canon	37.706639	-122.197569	1343746066000
other	Pennsylvania	nikon	40.116414	-75.293884	1347804441000
extreme	Washington	canon	48.221927	-122.498245	1157910037000
hockey	NewYork	other	44.283307	-73.985677	1237662919000
other	Maryland	other	38.99062	-77.027587	257558400000
other	Massachusetts	other	42.335294	-71.042468	1142781904000
running	Washington	nikon	47.616187	-122.34523	1182687551000
extreme	Utah	panasonic	40.690441	-111.864568	1210711177000
other	California	canon	35.104997	-117.795045	1393071989000
other	California	other	39.1483	-120.244288	1203282084000
other	Virginia	canon	37.439394	-79.178338	1264857809000
other	Texas	other	29.648381	-95.113663	1364067852000
extreme	Nevada	nikon	40.701723	-119.30706	1377889497000
other	Iowa	canon	41.399998	-92.99437	1259422429000
extreme	NorthCarolina	canon	34.236645	-77.953351	1259311213000
soccer	California	canon	32.754274	-117.23964	1352041460000
other	NewYork	other	40.757229	-73.98586	1269734443000
other	Louisiana	other	30.245908	-89.777505	1286112000000
other	Florida	canon	29.709916	-82.383556	1223751043000
extreme	Virginia	nikon	37.602264	-77.483825	1283605408000
